university_name,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year
Sharif University of Technology,26.6,15.9,30.1,33.7,87.8,-,"10,977",18.7,0,2016
University of Siena,23.7,39,17.8,45.2,33.2,-,"18,846",23.6,5,2016
Southern Cross University,18.9,52.7,18.3,53.3,37.7,-,"9,026",32.8,15,2016
State University of New York Albany,25.6,31.4,35.3,35.5,28,-,"15,387",18.5,8,2016
University of Strathclyde,25.9,71,28,31.8,44.1,-,"15,705",20.2,20,2016
University of Tampere,23.5,41.9,13.7,63.7,40,-,"10,045",9.5,4,2016
Tampere University of Technology,23.1,54,17.2,45.5,67.5,-,"6,147",15.5,13,2016
Tokyo Medical and Dental University (TMDU),39.3,23.1,18.3,36.6,59.5,-,"2,872",3.3,7,2016
Tokyo Metropolitan University,21.6,19.9,11.4,72.2,30.9,-,"9,303",9.9,4,2016
University of Tsukuba,40,34.4,30,33.7,42.9,-,"15,930",12.6,16,2016
University of Ulsan,19.5,18.6,20.5,54,64.7,-,"14,037",13.3,3,2016
Ulster University,19.1,79,13.2,44.1,29.2,-,"19,622",15.8,15,2016
UniversitÌ© du QuÌ©bec ÌÊ MontrÌ©al,26.8,42.9,24.5,41.6,29.2,-,"27,046",24.7,9,2016
Universiti Teknologi Malaysia,26.3,51.7,14.6,44.7,31.1,-,"16,270",9,13,2016
University of Urbino Carlo Bo,17.2,35,8.7,66.8,31.2,-,"13,435",37.4,7,2016
University of Valencia,22.7,40.5,16.9,49.6,31.3,-,"58,413",15.4,9,2016
University of Waikato,19.3,87,18.2,53.7,30.7,-,"10,159",17,25,2016
Western Sydney University,20.1,54,24.6,52.3,30.7,-,"30,704",32.2,9,2016
Wuhan University,38.2,36.7,26.8,18,97.8,-,"46,227",14.4,7,2016
Xiamen University,26.7,25,15.6,47,-,-,"32,921",12.3,5,2016
American University of Beirut,27.7,93,11.2,31.9,-,-,"7,695",8.9,25,2016
Amirkabir University of Technology,24.5,7.7,25.7,34.8,55.7,-,"14,080",25.6,1,2016
"University of the Andes, Colombia",21.2,51.7,13.8,31.2,28,-,"15,773",16.9,2,2016
University of Arkansas,25.5,25.9,17.4,30.3,36.9,-,"22,819",21.2,5,2016
Auburn University,30.2,27.9,19.4,21,37.2,-,"22,386",17.6,4,2016
BabeÅÙ-Bolyai University,27.9,35.4,12.5,32.1,28.6,-,"37,915",23.5,2,2016
University of the Basque Country,18.2,34.9,11.9,43.1,30.3,-,"46,373",15.3,5,2016
Bauman Moscow State Technical University,44,15.6,23.7,3.1,68.1,-,"18,808",4,4,2016
Ben-Gurion University of the Negev,25.1,52.9,21.3,30.1,28.7,-,"16,695",12.6,2,2016
Blaise Pascal University,20.2,66.6,2.9,46.9,-,-,"15,619",7.1,17,2016
Bo€ÙaziÌ_i University,21.2,38.3,17.2,45.4,35.5,-,"11,506",25,7,2016
University of Burgundy,21.4,50.9,8.8,46.3,-,-,"26,612",20.8,11,2016
University of Canberra,18.4,54.6,19.3,29.8,36.2,-,"11,221",28.6,24,2016
Carleton University,19.9,61.3,24,32,30.4,-,"25,036",29.8,18,2016
University of Catania,19.2,25.3,15.9,52.9,29.5,-,"55,859",49.7,1,2016
Central Queensland University,20.9,50.8,11.4,43.7,32.5,-,"11,452",29.6,27,2016
University of Chile,28.3,44.1,19.6,30.5,-,-,"29,207",14.2,3,2016
China Agricultural University,35.8,17.6,24.9,22.6,52.3,-,"19,342",12,1,2016
Chung-Ang University,29.9,43.7,27.6,17.4,61.3,-,"13,015",17.4,17,2016
Czech Technical University in Prague,20.6,25,9.3,46.5,28.2,-,"22,751",12,0,2016
De Montfort University,16.8,58.4,10.1,40.1,28.5,-,"16,812",19.1,21,2016
East China Normal University,24.6,30.6,14.7,43.3,42,-,"29,623",14,11,2016
Edith Cowan University,18.9,68.7,16.1,35,34.5,-,"27,491",16.1,16,2016
Federal University of Rio de Janeiro,32.4,25.1,19.7,18.3,42.9,-,"52,878",12.8,2,2016
University of Granada,24.3,36.4,14.7,45.8,29.4,-,"53,476",16,6,2016
University of Haifa,25.5,34.7,29.5,26.2,30.3,-,"17,758",30.8,1,2016
Harbin Institute of Technology,29.4,25.6,27.3,15.7,99.8,-,"31,658",10.8,7,2016
University of Hertfordshire,15.5,78.9,9.5,50.5,29.3,-,"19,665",19.4,27,2016
Hiroshima University,27.8,22.2,18.9,41.7,42.2,-,"14,686",8.2,5,2016
Huazhong University of Science and Technology,29.3,17.3,22.7,31.6,71.8,-,"57,242",17.7,4,2016
Indian Institute of Technology Guwahati,24.3,12.9,20.7,42.6,32.3,-,"4,710",14.2,1,2016
Indian Institute of Technology Kanpur,33.1,16.4,15,31.5,28,-,"6,167",12.2,0,2016
Indian Institute of Technology Roorkee,29.7,13.9,17.5,37.2,81.4,-,"8,061",18.7,1,2016
Isfahan University of Technology,18.1,17.2,23,39.5,99.5,-,"10,964",26.5,1,2016
Istanbul Technical University,19.2,22.9,25.8,26.5,72.1,-,"34,550",16,5,2016
Jadavpur University,32.8,7.7,22.2,31.8,33.8,-,"10,697",16.1,0,2016
Kanazawa University,24.7,18.4,14.8,35.5,30.4,-,"10,546",10.4,5,2016
Kansas State University,22.9,41.7,17.5,39.3,43.1,-,"21,379",15.1,10,2016
Keio University,25,22.7,17.5,28.5,41.4,-,"33,751",11.9,5,2016
Kent State University,18.4,32.4,14.2,53.8,28.5,-,"23,122",19,8,2016
King Fahd University of Petroleum and Minerals,25.4,84.5,16.1,24.4,81.2,-,"6,898",7.1,20,2016
King Saud University,20,75.5,17.5,22.3,57.4,-,"40,666",13.4,7,2016
University of La Laguna,16.9,44.7,10,44.8,28.5,-,"22,422",14.9,5,2016
Lappeenranta University of Technology,27.1,53,27.5,20.8,80.3,-,"3,486",23.9,19,2016
University of Limerick,19.8,76.5,16.3,36.6,34,-,"12,212",19.8,13,2016
University of Lisbon,25.9,46.6,18.3,32.4,35.4,-,"47,849",17.5,9,2016
Liverpool John Moores University,16.4,62.1,11.6,45.9,28.8,-,"18,513",19.8,13,2016
Mahidol University,26.8,44.1,15.1,28.3,71.6,-,"27,402",7.5,3,2016
Manchester Metropolitan University,22.7,57.8,10.6,30.8,28.3,-,"28,037",18.2,14,2016
University of Maribor,17.1,33.6,11.5,42.1,38.7,-,"14,531",17.3,4,2016
Masaryk University,21.2,48.9,22.9,27.8,28.5,-,"40,898",26.6,17,2016
Massey University,23.1,80.5,17.1,31.9,35.8,-,"19,101",16.8,15,2016
Memorial University of Newfoundland,18.1,53.3,15.8,35.6,48.3,-,"15,464",14.6,10,2016
Middle East Technical University,29.9,26.7,17.3,28.8,60,-,"25,779",22.2,7,2016
University of Minho,23.9,43.6,20.1,35.3,51.6,-,"19,090",18.8,9,2016
Missouri University of Science and Technology,23.5,40.6,18.4,28.7,52.8,-,"7,647",15.5,12,2016
Montana State University,17.7,23.5,21.8,48,43,-,"12,331",17.8,4,2016
Monterrey Institute of Technology and Higher Education,23.9,59.6,12.7,23.4,75.8,-,"14,353",20.5,12,2016
National Central University,26.3,27.1,23.2,17.5,75.3,-,"10,915",9.8,6,2016
National Sun Yat-Sen University,26.1,19.7,33,25.8,44.3,-,"9,336",19.6,4,2016
National Taiwan Normal University,26.2,38.1,31.3,16.2,81.9,-,"11,072",13,19,2016
National Technical University of Athens,20.2,31.3,15,36.2,40.3,-,"14,780",26.9,7,2016
New Jersey Institute of Technology,18.9,48.5,16.6,32.2,32.2,-,"10,646",26.2,17,2016
New Mexico State University,19.5,30.5,19.2,47.2,34.6,-,"15,035",18.8,7,2016
University of North Carolina at Greensboro,18.2,17.4,15.3,43.1,28.9,-,"16,446",19.2,2,2016
Oklahoma State University,27.5,25.6,22.7,33.1,33.7,-,"21,270",21.4,7,2016
Osaka City University,26.3,21.3,13.4,34.4,40.7,-,"8,604",10.1,4,2016
Otto von Guericke University of Magdeburg,22.9,43.9,14.4,39.7,37.7,-,"14,104",13.1,13,2016
University of Oviedo,19.5,36.2,10.8,41.9,34.1,-,"24,210",13.7,5,2016
PalackÌ_ University in Olomouc,19.2,48.8,11.8,42.9,28.7,-,"18,540",11.4,9,2016
Panjab University,24.6,14.1,8.8,41,28.1,-,"16,691",23.9,1,2016
Paris Dauphine University,21.9,69.3,11.1,27.6,30.6,-,"9,565",15.4,28,2016
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),24.5,31.3,24.1,23.1,100,-,"14,300",21.2,3,2016
Portland State University,16.8,31.6,14.4,43.3,44.6,-,"20,398",22.2,8,2016
University of Pretoria,25.6,46,21.2,17.5,52.4,-,"37,314",20,8,2016
Pusan National University,27.5,32.9,24.7,20.4,66.8,-,"24,929",19.7,12,2016
Quaid-i-azam University,17.9,35.4,9.9,45.6,-,-,"12,688",25.7,0,2016
University of Regina,15.6,47.7,15.8,34.2,34.4,-,"11,550",22.8,12,2016
Renmin University of China,34.7,40.1,13.7,30.7,42.5,-,"24,954",12.7,6,2016
University of Rennes 1,17.8,53,10.3,44.7,31.7,-,"22,186",13.9,12,2016
University of Salamanca,26.1,40.8,16.9,25.9,31.6,-,"31,035",17.9,12,2016
University of Santiago de Compostela,22.9,37.1,14.1,46.9,32.3,-,"29,085",15.3,6,2016
Semmelweis University,19.6,81.7,10.6,41.5,30.7,-,"12,920",10.9,25,2016
University of Seville,21.5,32,14.9,32.6,36.7,-,"64,931",17.5,7,2016
UniversitÌ© de Sherbrooke,25.6,39.8,9.5,41.3,29.6,-,"13,438",5.4,5,2016
Soochow University,19.2,16,13.7,45.8,75.3,-,"36,465",12.9,2,2016
South China University of Technology,19.5,17.5,22.1,28.1,86.8,-,"41,438",17.7,3,2016
Tallinn University of Technology,16.3,37.9,15,38.7,44.8,-,"14,061",28.6,5,2016
Tehran University of Medical Sciences,51.8,14.1,20,9.3,30,-,"13,912",9,1,2016
University of Texas at Arlington,20.1,50.3,10.1,50.9,33.4,-,"29,396",10.5,10,2016
Tianjin University,36.5,14.7,34.4,12.2,100,-,"29,693",12.2,1,2016
Tokyo University of Agriculture and Technology,34.9,19.4,24.1,16.9,39.9,-,"5,865",14.4,5,2016
University of Toledo,31.6,37.7,13.4,29.9,32.9,-,"19,465",17.5,9,2016
Tongji University,28.9,37.2,29.2,13.1,63.5,-,"37,394",13.5,10,2016
University of Tulsa,29.7,43.8,12.9,24.6,71.7,-,"4,597",12.5,25,2016
United Arab Emirates University,18.8,95,14.8,21.7,30.1,-,"9,221",12.5,26,2016
University of Warsaw,26.1,41.6,15.8,42.2,28.5,-,"49,292",14.1,7,2016
University of Wisconsin-Milwaukee,17.3,26,13.8,45.5,29,-,"22,542",18.4,5,2016
Xi‰Ûªan Jiaotong University,28.7,25.8,22.5,25.5,70.4,-,"29,863",12.3,4,2016
University of Zaragoza,20.1,33.5,12.7,49.5,36.7,-,"31,046",11.8,5,2016
University of A CoruÌ±a,18.3,23.4,10,16.6,38.2,-,"17,062",13,2,2016
Adam Mickiewicz University,20,25.7,11,15.3,28.7,-,"40,633",15.6,1,2016
AGH University of Science and Technology,14.2,17.9,3.7,35.7,-,-,"35,569",17,1,2016
Ajou University,19.5,20,11.9,23.9,45.7,-,"12,706",11.3,2,2016
University of AlcalÌÁ,17.6,50,11.2,28.3,43.3,-,"30,812",25.1,18,2016
Alexandria University,20.3,33.7,8.2,14.1,29.7,-,"127,431",23.3,1,2016
Alexandru Ioan Cuza University,24.9,46.9,13.6,7,28.2,-,"25,724",33,5,2016
Aligarh Muslim University,28.3,18.7,10,20.9,29.6,-,"11,197",10.5,2,2016
American University of Sharjah,12.4,95.6,10.6,13.3,33.3,-,"5,226",14.1,82,2016
Amrita University,20.4,29.6,5.8,20.7,28,-,"17,273",6.6,8,2016
Anadolu University,12.2,14.3,22.6,10.9,100,-,"379,231",162.6,1,2016
Andhra University,34.8,7.2,6.9,1.2,31.3,-,"10,407",20.2,3,2016
University of Antioquia,18.1,42,21.1,14.8,43.6,-,"38,872",23,1,2016
Aristotle University of Thessaloniki,22.6,36.6,15,29.5,33.6,-,"46,288",22.2,9,2016
"Asia University, Taiwan",14.4,18.3,15.9,30.5,38.4,-,"12,119",26.3,3,2016
Athens University of Economics and Business,13.4,39.2,18.8,31.2,66.5,-,"13,167",57.5,6,2016
Auckland University of Technology,17.3,95.6,9.8,21.7,28.5,-,"18,981",18.1,38,2016
Austral University of Chile,16.7,45.2,9.7,14.2,41.1,-,"13,794",17.8,1,2016
Beijing Institute of Technology,25.9,16.9,21.7,9.1,87.6,-,,,0,2016
Belarusian State University,20.2,48.2,8.7,6,28,-,"29,303",10.6,6,2016
University of Belgrade,20.4,30.5,13.2,14,45.6,-,"96,968",28.3,5,2016
"Birla Institute of Technology and Science, Pilani",18.3,13.7,8.3,17.4,29.6,-,"11,837",19.5,0,2016
University of Bradford,18.7,79.1,15.9,22.7,32.7,-,"11,065",20.5,32,2016
University of BrasÌ_lia,21.9,24.1,7.4,10.4,-,-,"45,880",14.5,2,2016
University of Brighton,16.7,62.8,10.7,20.1,29.4,-,"16,924",19.5,19,2016
University of Bucharest,34.3,21.3,11.5,9.9,29.5,-,"31,806",24.9,2,2016
Budapest University of Technology and Economics,17.1,30.4,13.7,21.6,39.7,-,"22,447",22.1,4,2016
Cairo University,18.9,31,11.1,11.9,30.3,-,"231,941",39.1,3,2016
University of Calcutta,34.7,13.1,8.7,19.8,29.2,-,"18,511",32.5,0,2016
"California State University, Long Beach",11.6,18.9,10.4,23.3,-,-,"29,594",32.3,5,2016
Capital Medical University,26.3,18.8,14.9,16.3,28.8,-,"11,506",7.1,3,2016
University of Castilla-La Mancha,18.4,28.6,10.3,30.5,29.7,-,"26,381",14.3,3,2016
University of Central Lancashire,15.7,54.1,9.4,28.2,28.9,-,"18,542",17.5,17,2016
University of Cergy-Pontoise,18.7,49.1,6.3,13.2,28.6,-,"17,000",9.2,11,2016
Chang Gung University,19.3,15.7,24.7,27.6,31.9,-,"7,506",12.6,0,2016
Carlos III University of Madrid,23.2,44.7,17.4,24.8,34.8,-,"15,730",11.4,9,2016
"University of Chemistry and Technology, Prague",21.6,46.3,12,17.4,38.9,-,"4,699",11,19,2016
Chiang Mai University,17.8,34.9,9.4,30,32.3,-,"35,617",16.5,1,2016
Chiba University,26.9,21,16.8,24.8,55.3,-,"14,554",12.3,5,2016
China University of Geosciences (Wuhan),21.1,16.1,21.4,21.5,64.5,-,"29,483",20.7,3,2016
China University of Petroleum (Beijing),23.6,15.9,26.6,4,100,-,"14,579",19.4,6,2016
Chonbuk National University,19.7,27.2,14.7,24.5,33.3,-,"23,270",15,3,2016
Chongqing University,19.5,15.5,15.5,8.7,73.8,-,"43,955",16,3,2016
Chonnam National University,17.5,20.4,11.7,29.1,31.4,-,"35,779",18.5,3,2016
Chulalongkorn University,23.8,32.8,14.1,16.7,37.8,-,"38,719",14.5,2,2016
Chung Yuan Christian University,15.9,18.7,22.1,17.4,41.9,-,"15,020",30.2,3,2016
Chungnam National University,23.2,19.8,17.7,13.2,39.9,-,"18,361",17.2,3,2016
Clemson University,21.4,34.6,19.7,27,35.8,-,"19,198",17.1,8,2016
Comenius University in Bratislava,23,46.9,10.3,19.6,28,-,"20,879",9.7,10,2016
Coventry University,17.1,69.6,7.7,18.4,29.1,-,"21,934",14.8,35,2016
Dalian University of Technology,22.6,20.7,19,23.5,93.3,-,"34,326",15.2,2,2016
University of Debrecen,17.3,49,11.4,20.9,-,-,"29,714",20.3,13,2016
University of Delhi,29.8,15.4,10.8,19.1,28.2,-,"32,567",22.9,1,2016
University of Dhaka,21.7,37.2,7.2,9.6,-,-,"62,716",6.9,5,2016
Dublin Institute of Technology,16.1,70.5,8.8,20.7,28.1,-,"13,839",18.9,25,2016
Ehime University,19.2,20.9,11.3,17.5,37.8,-,"8,394",9.9,1,2016
University of Electronic Science and Technology of China,20.5,13.4,12.9,8.8,28,-,"21,689",9.8,0,2016
EÌ_tvÌ_s LorÌÁnd University,21.3,43,12.1,30.6,29.3,-,"28,698",22.4,4,2016
Erciyes University,15.5,17.2,10.9,18,30.3,-,"28,079",28,2,2016
Federal University of Bahia,18.2,19.7,8.1,14.3,-,-,"39,861",17.9,1,2016
Federal University of Minas Gerais,27.9,21.6,15.4,23.1,30.7,-,"42,612",13.5,1,2016
Federal University of ParanÌÁ (UFPR),24.6,15.5,9.6,7,-,-,"21,850",11.2,1,2016
Federal University of Rio Grande do Sul,32.6,18.9,13.7,16.8,-,-,"38,743",14.8,1,2016
Federal University of Santa Catarina,26,21,12.2,14.2,42.9,-,"26,078",12.6,1,2016
Federal University of SÌ£o Carlos,29,16.8,10.8,11.5,-,-,"18,587",16.9,0,2016
Federal University of ViÌ_osa,39.7,15,14.5,3.9,59,-,"13,163",11.4,3,2016
Federal University of Lavras,25.8,14.5,16.4,3,-,-,"10,350",20.9,2,2016
Feng Chia University,14.6,21.1,13.7,34.4,33.9,-,"20,213",23.9,7,2016
Florida Institute of Technology,20.4,62.4,13.5,24.6,33.4,-,"4,408",13.7,26,2016
Fu Jen Catholic University,14.4,19.1,9.8,18.2,47,-,"25,951",22.8,4,2016
GdaÅãsk University of Technology,15.5,16.1,9.5,15.2,36.8,-,"25,217",23.3,1,2016
University of Ghana,15.6,48.4,15.6,19.5,-,-,"37,274",37.5,2,2016
Gifu University,25.4,18.5,16.9,14.7,32.8,-,"7,318",12.4,4,2016
Glasgow Caledonian University,17.1,55,10.4,24.2,29.9,-,"13,527",21.6,16,2016
University of Greenwich,15.7,81.8,9.5,17.7,30,-,"18,096",24.6,32,2016
Hacettepe University,21,19.6,11.8,19.7,28.2,-,"39,606",20.4,4,2016
University of Huddersfield,17.4,55.2,5.4,16.5,28,-,"15,436",18.1,25,2016
Hunan University,18.3,14.8,15,21.2,46.7,-,"42,756",24.7,2,2016
University of Ibadan,22.7,26.1,11.1,4.6,29.2,-,"26,247",17.1,1,2016
University of Indonesia,18.1,37.2,8,13.9,40,-,"43,565",15.8,0,2016
Inha University,20.7,23.5,20,22.5,64.7,-,"20,353",24.1,3,2016
I-Shou University,12.8,24.8,11.5,13.3,41,-,"16,263",29.9,10,2016
Istanbul University,26,20,23.3,10,100,-,"82,096",41.1,6,2016
Jagiellonian University,24,33.5,14.4,30.7,28,-,"42,835",11.5,5,2016
Jilin University,28.2,20.3,14.4,14.6,42.1,-,"65,605",13.6,3,2016
University of Jordan,19,53.7,7.7,7.8,28.8,-,"35,577",13.6,13,2016
Jordan University of Science and Technology,16.4,62.2,6.2,16.4,31.4,-,"24,686",16.4,23,2016
Juntendo University,32.3,16.7,10.5,24,51.1,-,"3,955",3.7,1,2016
K.N. Toosi University of Technology,20.9,7.1,18.1,22.5,45.5,-,"7,146",24.6,0,2016
Kaohsiung Medical University,20.6,19.9,22.2,20.5,33.2,-,"7,009",12.6,5,2016
Khon Kaen University,18.2,31.5,7.4,19.9,35.7,-,"39,669",16.9,1,2016
King Mongkut‰Ûªs University of Technology Thonburi,18.2,28.5,11.4,36.2,70.3,-,"17,791",23.7,1,2016
Kingston University,16.9,76.8,12.1,26.7,28.5,-,"20,778",20.9,34,2016
Kinki University,18.5,17,7.9,30,33.2,-,"31,216",11.6,2,2016
Kobe University,27.8,21.1,15.4,24.3,45.1,-,"15,885",8.4,6,2016
Konkuk University,20,22.6,19.6,17,36,-,"26,483",23.5,6,2016
Kumamoto University,23.4,22.2,11.6,28.1,43.1,-,"10,226",7.6,5,2016
Kyungpook National University,21.1,21.7,16,18.1,34.9,-,"27,152",14.4,4,2016
Kyushu Institute of Technology,19.4,20.7,12.5,14.2,44.1,-,"5,890",12.1,4,2016
University of Latvia,22.6,31.5,10.2,20.9,28.3,-,"15,100",26.5,3,2016
Lille 1 University ‰ÛÒ Science and Technology,20,60.3,8.6,32.4,31.8,-,"19,599",14.5,18,2016
University of Lincoln,17.9,60.5,11.9,26.4,29.3,-,"10,665",18.9,11,2016
University of Ljubljana,24.9,34.5,13.6,24,32.3,-,"48,821",17.6,4,2016
University of Marrakech Cadi Ayyad,17.4,42.7,6.3,12.1,29.2,-,"56,060",38.7,1,2016
Miami University,19.2,24.8,15.7,36.1,30.2,-,"16,370",20.5,7,2016
Middlesex University,18.5,81,10.6,25.7,-,-,"17,753",24.7,44,2016
Moscow Institute of Physics and Technology,34.3,44.4,16.3,15.5,28,-,"5,395",7,12,2016
University of Murcia,19.3,28.3,11.7,28,29.5,-,"31,460",15.8,6,2016
Nagasaki University,22.8,21.9,10.8,14.3,-,-,"9,137",7.2,4,2016
University of Nairobi,13.7,45.5,9,19.5,28,-,"72,676",47,1,2016
National Chengchi University,18.4,33.1,12.5,14,31.3,-,"16,867",18.4,10,2016
National Chung Cheng University,21.3,14.2,20.3,15.7,40.8,-,"11,989",22.9,1,2016
National Chung Hsing University,20.2,16.9,16.8,24.5,42.5,-,"15,632",20.3,4,2016
National Taipei University of Technology,17.8,16,14.6,16.4,81.3,-,"10,227",16.5,3,2016
National Taiwan Ocean University,18.1,20.3,21,18.2,49.3,-,"8,240",20.9,5,2016
National University of CÌ_rdoba,16,28.1,9,12.5,28.6,-,"108,373",38.1,2,2016
National University of Science and Technology (MISiS),24.8,33.7,17.5,10.8,67.2,-,"4,441",6.7,13,2016
National University of Sciences and Technology,21.4,31.3,7,35,31.3,-,"9,808",7.8,3,2016
Niigata University,21.9,19.3,10.1,17.5,33,-,"12,460",8.5,3,2016
Northumbria University,17.7,55.1,10.9,29.2,29.1,-,"22,750",19.3,16,2016
Northwestern Polytechnical University,23.4,15.2,15.4,3.5,28,-,"23,056",14.1,3,2016
Nottingham Trent University,16.5,52.7,8.9,27.3,28.4,-,"21,852",17.4,18,2016
Oakland University,18.1,23.3,11.9,21.9,30.3,-,"14,584",19.8,2,2016
Ocean University of China,18.9,15.6,10.7,12.9,50.1,-,"36,205",20.6,1,2016
Ohio University,25,33.6,14.9,24.6,30.1,-,"22,224",20,10,2016
Okayama University,24.3,20.6,14.9,25.3,48,-,"13,035",8.6,3,2016
Osaka Prefecture University,21.6,17.6,10.2,17.5,41.5,-,"8,051",7.5,3,2016
University of Pardubice,15.9,23.4,11.9,11.1,28.3,-,"10,671",19.8,4,2016
University of Paris North ‰ÛÒ Paris 13,17.5,46.4,11.6,36.2,28,-,"23,026",23.4,22,2016
Paris-Sorbonne University ‰ÛÒ Paris 4,31.1,44.2,21.3,7.1,28.5,-,"21,580",27.4,21,2016
University of Patras,18.5,30.6,12.1,28.8,48.3,-,"29,251",40.9,4,2016
University of PÌ©cs,19.7,50.8,9,23.4,28.4,-,"21,819",15.4,10,2016
Polytechnic University of Valencia,20.3,32.9,12.7,34.3,43.8,-,"33,172",13.6,7,2016
Pontifical Catholic University of ParanÌÁ,18.4,18.6,6.5,32.2,28,-,"7,741",10.9,2,2016
Pontifical Catholic University of Rio Grande do Sul (PUCRS),21.1,18.7,10.9,27.6,52.3,-,"14,797",10.1,0,2016
Pontifical Catholic University of ValparaÌ_so,18.4,35.7,8,10.4,44.3,-,"13,493",10.4,0,2016
Prince of Songkla University,15.3,31,7,22.2,31.6,-,"38,274",16.1,1,2016
Qatar University,9.9,99.9,10.3,22.3,55.2,-,"9,583",19,42,2016
Rio de Janeiro State University (UERJ),21.7,16.8,9.1,12.3,30.8,-,"28,757",10.1,0,2016
Rochester Institute of Technology,17.4,29.8,13.4,25.1,30.4,-,"12,965",13.5,13,2016
Saitama University,18.6,20.6,9.6,23.4,29.6,-,"7,469",11.7,2,2016
University of Salford,20.8,66.4,12.1,21.2,28.8,-,"16,152",17,25,2016
"University of Santiago, Chile (USACH)",17.6,40.4,11.3,10.2,31,-,"22,739",23.6,1,2016
SÌ£o Paulo State University (UNESP),28,18.7,22.6,6.7,40.1,-,"50,594",13,5,2016
Savitribai Phule Pune University,38.3,17.3,12.4,11.4,29.3,-,"4,858",14.6,3,2016
University of Science and Technology Beijing,25.1,15.6,22.4,6.9,89.7,-,"22,780",15.1,4,2016
Sejong University,18.9,25.2,12.2,38.7,35.4,-,"11,704",15.5,3,2016
University of Seoul,22.8,18.7,17.5,21.4,28.9,-,"10,243",19,3,2016
Shahid Beheshti University,20.5,13.8,19,11.4,58.9,-,"17,800",24.9,1,2016
Shanghai University,19.1,15.8,16.1,14.8,45.7,-,"46,044",17.5,3,2016
Shantou University,17.6,30.7,9.1,28.3,30.7,-,"9,593",13.5,0,2016
Sheffield Hallam University,17.3,47,9.4,20.1,28.6,-,"27,477",18.8,15,2016
Shinshu University,20.8,20.3,8.3,22,31.6,-,"11,232",9.6,3,2016
Showa University,28.5,14,7.9,7,-,-,"3,675",2.5,0,2016
Sichuan University,25,15.7,18.4,16.1,90.8,-,"65,035",14.5,2,2016
University of Silesia in Katowice,17.7,18.5,8,20.4,28.1,-,"32,764",17.3,1,2016
Slovak University of Technology in Bratislava,23.3,30.6,8.6,24.9,33.2,-,"16,400",15.3,2,2016
Sogang University,21.5,27.7,24.8,20.5,46.8,-,"10,625",24.1,7,2016
Sophia University,22,32.8,9.4,5.3,29.5,-,"12,799",24.3,8,2016
University of South Africa,18.4,28.7,11.3,9.4,28.8,-,"197,102",108.5,9,2016
Southern Federal University,21.9,17.3,8.2,9.2,39.5,-,"27,556",9,3,2016
University of Southern Mississippi,21,20.8,11.8,20.1,39.9,-,"14,569",18.5,3,2016
University of Southern Queensland,18.4,63,13.1,14.4,28.8,-,"13,761",29.2,21,2016
Suez Canal University,22.6,31.6,5.9,16,-,-,"16,817",6,0,2016
Sultan Qaboos University,21.3,71.5,10.6,16,37.6,-,"7,089",9,3,2016
Suranaree University of Technology,21.1,25.9,11.6,18.4,38.1,-,"12,650",32.9,1,2016
University of Szeged,20,46.9,10.5,20.5,33.2,-,"22,684",13.8,9,2016
Taipei Medical University,25.7,26.5,21.7,19,42.2,-,"6,001",11.1,6,2016
Taras Shevchenko National University of Kyiv,27.9,28.2,11,4.2,28,-,"22,686",8.2,2,2016
Technical University of Madrid,21.8,39.5,14.6,24.5,38.3,-,"41,500",13.8,11,2016
University of Tehran,26.1,16.5,16.9,15.8,-,-,"53,802",27,1,2016
University of Texas at El Paso,18.6,30.4,18.7,18.4,-,-,"19,123",29,7,2016
Texas Tech University,27.9,36.8,17.2,22,-,-,"29,512",20.9,7,2016
Tokai University,17.9,19.3,7.6,15.3,34.4,-,"29,700",12.7,1,2016
